Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_load.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_print.c                            | C        |         26 |         20 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_remove_item_at_pos.c               | C        |         38 |         10 |         10 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_save.c                             | C        |         18 |         11 |          7 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_swap_item_positions.c              | C        |         58 |         13 |         12 |         83 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_update_item_at_pos.c               | C        |         32 |         11 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/list.c                                            | C        |        147 |         84 |         26 |        257 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_add_item_at_pos.c                  | C        |         35 |         21 |          8 |         64 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_item_to_string.c                   | C        |         26 |         18 |          6 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_print.c                            | C        |         23 |         23 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_remove_item_at_pos.c               | C        |         33 |         13 |          6 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_swap_item_positions.c              | C        |         44 |         12 |          6 |         62 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_update_item_at_pos.c               | C        |         32 |         12 |          6 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/list.c                                            | C        |        206 |         73 |         62 |        341 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_add_item_at_pos.c                  | C        |         55 |         18 |          5 |         78 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_cost_sum.c                         | C        |         25 |          9 |          8 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_find_highest_price_item_position.c | C        |         30 |          9 |          8 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_init.c                             | C        |         27 |          6 |          7 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_item_to_string.c                   | C        |         33 |         16 |          6 |         55 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_load.c                             | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_print.c                            | C        |         29 |         20 |          5 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_remove_item_at_pos.c               | C        |         24 |         13 |          7 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_save.c                             | C        |         29 |         14 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_swap_item_positions.c              | C        |         34 |         15 |         10 |         59 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_update_item_at_pos.c               | C        |         24 |         13 |          7 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/list.c                                            | C        |        122 |         85 |         28 |        235 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_add_item_at_pos.c                  | C        |         33 |         23 |          5 |         61 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_item_to_string.c                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_print.c                            | C        |         23 |         20 |          5 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_update_item_at_pos.c               | C        |         28 |         14 |          6 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/a4b3a969-44a1-4cea-87f5-86393eb85908/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
